name,business_id,stars,attributes,open,categories
Applebee's,M6546bwsz9XcwP0c71keIQ,2.0,"{u'Drive-Thru': False, u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': True, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Coat Check': False, u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'free', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",True,nightlife
International House of Pancakes,Naj_zcvl1jwORIGv-TDbog,2.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'loud', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Sante',mHFzBhhqDKyMRhM_wZI9Lw,4.0,"{u'Take-out': True, u'Price Range': 2, u'Outdoor Seating': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': False, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",True,restaurant
Outback Steakhouse,11EgWgfvmtToc2lg3DFo4A,2.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'full_bar'}",True,restaurant
Cicis Pizza,IB9lWC8oynRP_glTWIscaA,2.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Takes Reservations': False, u'Delivery': False, u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Attire': u'casual', u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",True,restaurant
Kristophers Bar & Restaurant,KdSJITuZhQmuQv5NyXpHcg,4.0,"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Coat Check': False, u'Smoking': u'outdoor', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'free', u'Caters': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",True,nightlife
Chen-Fu Fast Chinese Food,PLjDXgMqReF1UaY0GsGJtA,4.0,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Bonefish Grill,IgtucoxwDOo5yHV-tqXvRA,4.0,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Dietary Restrictions': {u'dairy-free': False, u'gluten-free': True, u'vegan': False, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}, u'Open 24 Hours': False, u'Noise Level': u'average', u'Good for Kids': True, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Outdoor Seating': True, u'Alcohol': u'full_bar', u'Caters': False, u'Wheelchair Accessible': True}",True,restaurant
McAlister's Deli,kjUmuScUubdQ9xzfvAT8mw,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Matthews Ale House,j2vhZd0f9cwVL6AbQPNEng,3.0,"{u'Accepts Credit Cards': True, u'Alcohol': u'full_bar', u'Good For Dancing': False, u'Coat Check': False, u'Delivery': False, u'Has TV': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Attire': u'casual', u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': False, u'Good For Groups': True}",False,nightlife
Best Wok II,Wdr_1hlMGB6jtzjyKErMrQ,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",True,restaurant
Jersey Mike's Subs,e4ARfI4n_TGGS2rTdDrR8g,3.0,"{u'Take-out': True, u'Drive-Thru': False, u'Outdoor Seating': False, u'Caters': True, u'Attire': u'casual', u'Delivery': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'casual': False}, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 1}",True,restaurant
Wendy's,L0mp-XCQmQTVofyDKRG8mg,4.0,"{u'Take-out': True, u'Drive-Thru': True, u'Outdoor Seating': False, u'Price Range': 1, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",True,restaurant
Captain's Galley Seafood,Ylc912KiXZkmlxY3b2lC7Q,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': False, u'Noise Level': u'quiet', u'Attire': u'casual', u'Delivery': False, u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'beer_and_wine'}",False,restaurant
Township Grille,FMjNhPh94XS5_MH7LFjdPQ,3.5,"{u'Take-out': True, u'Price Range': 2, u'Outdoor Seating': False, u'Takes Reservations': False, u'Good For Groups': True, u'Delivery': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",False,restaurant
Bojangles Famous Chicken N'biscuits,wxVPOEVd8wCZ7Tp16izkhg,3.5,"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Attire': u'casual', u'Delivery': False, u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",True,restaurant
Mario's Pizza & Italian Restaurant,i9nezIaHCoswCBSLCABkpA,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Alcohol': u'full_bar', u'Good For Groups': True, u'Delivery': True, u'Attire': u'casual', u'Has TV': True, u'Corkage': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'BYOB/Corkage': u'yes_corkage', u'Wheelchair Accessible': True}",True,restaurant
Dorian's Deli & Grill,G0a9otwjPEhpDIpYvmr7xg,4.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Wi-Fi': u'free', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",True,restaurant
Greg's Bar B Q,rIySoGqQ4trrrOsagcDB5Q,3.0,"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Takes Reservations': False, u'Delivery': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Wheelchair Accessible': True}",False,nightlife
Charlotte Mecklenburg Library - Matthews,fZyBbF0Jl4nAxwC-DXUREA,4.5,{u'Wi-Fi': u'free'},True,nightlife
Chick-fil-A,j67xKf0ofsDPcQ079ozMbg,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Drive-Thru': True, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Sub Station II,wgNl809rE3kToLmriILkkg,3.5,"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Hinsons Drive-In,tNwqDzmE31YlSQ0eA8e56Q,4.0,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Drive-Thru': False, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Dogs Allowed': False, u'Attire': u'casual', u'Has TV': True, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': True, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': False, u'Alcohol': u'beer_and_wine', u'Wheelchair Accessible': True}",True,restaurant
Pizza Spiga,XpfSHHNx5JWPHOP0GoB67A,3.5,"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': True, u'Attire': u'casual', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Fuddruckers,aQ7UI3BIDR35BxmtahckZA,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Drive-Thru': False, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'beer_and_wine'}",True,restaurant
Bruegger's Bagels,yvNnNl1DqVRmVuvCBytxuw,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': False, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Domenico's Pizza & Pasta To Go,2MG1fwnUyldqxsKlWHNwZg,4.5,"{u'Take-out': True, u'Delivery': False, u'Takes Reservations': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': False}",True,restaurant
Qdoba Mexican Grill,dVaJUnxuKCDmkWLednTKtA,3.0,"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'beer_and_wine', u'Wheelchair Accessible': True}",True,restaurant
Showmars Restaurant,XJK9_0zBGjWRXADpQKCgog,4.0,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",True,restaurant
Picasso's Sports Cafe,Okg-KUAwf3qJ4kkqkAn6oQ,3.5,"{u'Take-out': True, u'Price Range': 2, u'Outdoor Seating': False, u'Coat Check': False, u'Good For Groups': True, u'Delivery': False, u'Happy Hour': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Music': {u'dj': False, u'live': False, u'video': False, u'jukebox': True}, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Attire': u'casual', u'Smoking': u'yes', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': False, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",False,nightlife
Thai Taste,1olAT5l8ZiKLVavyWkeElw,3.5,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'beer_and_wine', u'Wheelchair Accessible': True}",True,restaurant
Vinnie's Sardine Grill & Raw Bar,aRSfth72sJgpSN2P6rm7sQ,3.0,"{u'Alcohol': u'full_bar', u'Open 24 Hours': False, u'Noise Level': u'loud', u'Music': {u'dj': False, u'live': False, u'video': False, u'jukebox': True}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': True, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Coat Check': False, u'Smoking': u'outdoor', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Happy Hour': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': True, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",False,nightlife
East Boulevard Bar & Grill,gV9IOJ2YFSfTvg_IRjyHAg,3.0,"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'live': False, u'video': False, u'jukebox': True}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'free', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Parking': {u'garage': True, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",True,nightlife
Sub Station II,_h-wWBfKI_cRnnOB5Bkgag,3.0,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Open 24 Hours': False, u'Noise Level': u'very_loud', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': False, u'Caters': True, u'Alcohol': u'none'}",True,restaurant
300 East,ROQQk4mCm4_tebvTEGjhEQ,4.0,"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Dogs Allowed': True, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'free', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Has TV': False, u'Good For Groups': True}",True,restaurant
Phat Burrito,-LHHCgIUZy49sUU4j03T2w,4.0,"{u'Alcohol': u'beer_and_wine', u'Noise Level': u'average', u'Has TV': False, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': False, u'Caters': True, u'BYOB': False, u'Dogs Allowed': True, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True}",True,restaurant
